Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales,Year,Quarter,Month,Month Name,Month & Year,Week Day,Day Name,Week Number,Quarter (Q)
07-05-2021,USA,Saga Falabella,Huawei,Movistar,175,6,450,2700,2021,2,5,May,May-21,5,Fri,19,Q2
23-08-2020,Venezuela,Saga Falabella,Huawei,Tuenti,175,21,450,9450,2020,3,8,Aug,Aug-20,7,Sun,34,Q3
11-12-2020,Denmark,Saga Falabella,Huawei,Claro,175,11,450,4950,2020,4,12,Dec,Dec-20,5,Fri,50,Q4
01-03-2018,Spain,Saga Falabella,Huawei,Claro,175,1,450,450,2018,1,3,Mar,Mar-18,4,Thu,9,Q1
18-04-2021,USA,Saga Falabella,Huawei,Entel,175,10,450,4500,2021,2,4,Apr,Apr-21,7,Sun,16,Q2
30-01-2019,France,Saga Falabella,Huawei,Movistar,175,1,450,450,2019,1,1,Jan,Jan-19,3,Wed,5,Q1
01-06-2019,Spain,Saga Falabella,Huawei,Movistar,175,1,450,450,2019,2,6,Jun,Jun-19,6,Sat,22,Q2
20-12-2018,Cuba,Saga Falabella,Huawei,Tuenti,175,35,450,15750,2018,4,12,Dec,Dec-18,4,Thu,51,Q4
20-08-2021,Chile,Saga Falabella,Huawei,Entel,175,19,450,8550,2021,3,8,Aug,Aug-21,5,Fri,34,Q3
30-11-2021,Switzerland,Saga Falabella,Huawei,Movistar,175,5,450,2250,2021,4,11,Nov,Nov-21,2,Tue,49,Q4
06-02-2021,USA,Saga Falabella,Huawei,Bitel,175,4,450,1800,2021,1,2,Feb,Feb-21,6,Sat,6,Q1
22-04-2021,United Kingdom,Saga Falabella,Huawei,Claro,175,8,450,3600,2021,2,4,Apr,Apr-21,4,Thu,17,Q2
10-09-2020,Mexico,Saga Falabella,Huawei,Movistar,175,4,450,1800,2020,3,9,Sep,Sep-20,4,Thu,37,Q3
14-09-2020,Bolivia,Saga Falabella,Huawei,Entel,175,11,450,4950,2020,3,9,Sep,Sep-20,1,Mon,38,Q3
17-10-2018,Brasil,Saga Falabella,Huawei,Bitel,175,29,450,13050,2018,4,10,Oct,Oct-18,3,Wed,42,Q4
14-08-2021,Portugal,Saga Falabella,Huawei,Movistar,175,2,450,900,2021,3,8,Aug,Aug-21,6,Sat,33,Q3
10-03-2019,Colombia,Saga Falabella,Huawei,Bitel,175,21,450,9450,2019,1,3,Mar,Mar-19,7,Sun,10,Q1
04-02-2020,Chile,Saga Falabella,Huawei,Claro,175,3,450,1350,2020,1,2,Feb,Feb-20,2,Tue,6,Q1
30-12-2019,Denmark,Saga Falabella,Huawei,Entel,175,10,450,4500,2019,4,12,Dec,Dec-19,1,Mon,53,Q4
10-05-2019,Bolivia,Saga Falabella,Huawei,Movistar,175,1,450,450,2019,2,5,May,May-19,5,Fri,19,Q2
01-07-2020,France,Saga Falabella,Huawei,Bitel,175,16,450,7200,2020,3,7,Jul,Jul-20,3,Wed,27,Q3
28-03-2021,Mexico,Saga Falabella,Huawei,Entel,175,11,450,4950,2021,1,3,Mar,Mar-21,7,Sun,13,Q1
27-02-2021,Brasil,Saga Falabella,Huawei,Movistar,175,8,450,3600,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
10-03-2018,Spain,Saga Falabella,Huawei,Tuenti,175,39,450,17550,2018,1,3,Mar,Mar-18,6,Sat,10,Q1
13-06-2021,Canada,Saga Falabella,Huawei,Bitel,175,9,450,4050,2021,2,6,Jun,Jun-21,7,Sun,24,Q2
28-12-2018,Portugal,Saga Falabella,Huawei,Movistar,175,7,450,3150,2018,4,12,Dec,Dec-18,5,Fri,52,Q4
27-03-2021,USA,Saga Falabella,Huawei,Tuenti,175,29,450,13050,2021,1,3,Mar,Mar-21,6,Sat,13,Q1
27-03-2020,Chile,Saga Falabella,Huawei,Tuenti,175,17,450,7650,2020,1,3,Mar,Mar-20,5,Fri,13,Q1
25-03-2021,Cuba,Saga Falabella,Huawei,Claro,175,5,450,2250,2021,1,3,Mar,Mar-21,4,Thu,13,Q1
01-06-2021,Argentina,Saga Falabella,Huawei,Tuenti,175,29,450,13050,2021,2,6,Jun,Jun-21,2,Tue,23,Q2
26-08-2018,Mexico,Tottus,Huawei,Claro,175,31,450,13950,2018,3,8,Aug,Aug-18,7,Sun,34,Q3
22-12-2020,El Salvador,Tottus,Huawei,Movistar,175,20,450,9000,2020,4,12,Dec,Dec-20,2,Tue,52,Q4
25-06-2018,Argentina,Tottus,Huawei,Movistar,175,28,450,12600,2018,2,6,Jun,Jun-18,1,Mon,26,Q2
13-12-2018,Venezuela,Tottus,Huawei,Entel,175,70,450,31500,2018,4,12,Dec,Dec-18,4,Thu,50,Q4
15-10-2021,Ireland,Tottus,Huawei,Claro,175,43,450,19350,2021,4,10,Oct,Oct-21,5,Fri,42,Q4
21-09-2021,Bolivia,Tottus,Huawei,Movistar,175,29,450,13050,2021,3,9,Sep,Sep-21,2,Tue,39,Q3
26-01-2021,United Kingdom,Tottus,Huawei,Claro,175,96,450,43200,2021,1,1,Jan,Jan-21,2,Tue,5,Q1
21-07-2018,Argentina,Tottus,Huawei,Movistar,175,23,450,10350,2018,3,7,Jul,Jul-18,6,Sat,29,Q3
18-06-2020,Jamaica,Tottus,Huawei,Tuenti,175,44,450,19800,2020,2,6,Jun,Jun-20,4,Thu,25,Q2
12-10-2021,Guatemala,Tottus,Huawei,Entel,175,17,450,7650,2021,4,10,Oct,Oct-21,2,Tue,42,Q4
21-08-2021,Venezuela,Tottus,Huawei,Bitel,175,143,450,64350,2021,3,8,Aug,Aug-21,6,Sat,34,Q3
17-02-2019,USA,Tottus,Huawei,Claro,175,32,450,14400,2019,1,2,Feb,Feb-19,7,Sun,7,Q1
20-08-2021,Canada,Tottus,Huawei,Claro,175,118,450,53100,2021,3,8,Aug,Aug-21,5,Fri,34,Q3
07-06-2019,Colombia,Tottus,Huawei,Entel,175,130,450,58500,2019,2,6,Jun,Jun-19,5,Fri,23,Q2
12-10-2021,Guatemala,Tottus,Huawei,Movistar,175,59,450,26550,2021,4,10,Oct,Oct-21,2,Tue,42,Q4
08-04-2019,Venezuela,Tottus,Huawei,Entel,175,28,450,12600,2019,2,4,Apr,Apr-19,1,Mon,15,Q2
26-02-2019,United Kingdom,Tottus,Huawei,Entel,175,199,450,89550,2019,1,2,Feb,Feb-19,2,Tue,9,Q1
06-09-2020,Ireland,Tottus,Huawei,Tuenti,175,33,450,14850,2020,3,9,Sep,Sep-20,7,Sun,36,Q3
16-05-2021,Venezuela,Tottus,Huawei,Bitel,175,122,450,54900,2021,2,5,May,May-21,7,Sun,20,Q2
04-02-2021,El Salvador,Tottus,Huawei,Tuenti,175,273,450,122850,2021,1,2,Feb,Feb-21,4,Thu,6,Q1
20-05-2021,Canada,Tottus,Huawei,Claro,175,14,450,6300,2021,2,5,May,May-21,4,Thu,21,Q2
21-02-2020,Guatemala,Tottus,Huawei,Entel,175,34,450,15300,2020,1,2,Feb,Feb-20,5,Fri,8,Q1
02-08-2019,Guatemala,Tottus,Huawei,Claro,175,52,450,23400,2019,3,8,Aug,Aug-19,5,Fri,31,Q3
05-01-2020,Venezuela,Tottus,Huawei,Tuenti,175,103,450,46350,2020,1,1,Jan,Jan-20,7,Sun,1,Q1
31-12-2021,Peru,Tottus,Huawei,Entel,175,140,450,63000,2021,4,12,Dec,Dec-21,5,Fri,53,Q4
24-02-2019,Canada,Tottus,Huawei,Movistar,175,20,450,9000,2019,1,2,Feb,Feb-19,7,Sun,8,Q1
31-03-2021,Ireland,Tottus,Huawei,Bitel,175,47,450,21150,2021,1,3,Mar,Mar-21,3,Wed,14,Q1
20-05-2021,Cuba,Tottus,Huawei,Claro,175,14,450,6300,2021,2,5,May,May-21,4,Thu,21,Q2
23-04-2021,Paraguay,Tottus,Huawei,Movistar,175,46,450,20700,2021,2,4,Apr,Apr-21,5,Fri,17,Q2
06-07-2018,El Salvador,Tottus,Huawei,Tuenti,175,130,450,58500,2018,3,7,Jul,Jul-18,5,Fri,27,Q3
16-04-2019,United Kingdom,Tottus,Huawei,Entel,175,106,450,47700,2019,2,4,Apr,Apr-19,2,Tue,16,Q2
05-09-2019,Paraguay,Tottus,Huawei,Tuenti,175,28,450,12600,2019,3,9,Sep,Sep-19,4,Thu,36,Q3
03-08-2018,Uruguay,Tottus,Huawei,Bitel,175,75,450,33750,2018,3,8,Aug,Aug-18,5,Fri,31,Q3
15-08-2020,Mexico,Tottus,Huawei,Entel,175,88,450,39600,2020,3,8,Aug,Aug-20,6,Sat,33,Q3
03-12-2020,Brasil,Tottus,Huawei,Tuenti,175,26,450,11700,2020,4,12,Dec,Dec-20,4,Thu,49,Q4
13-03-2020,Cuba,Tottus,Huawei,Bitel,175,30,450,13500,2020,1,3,Mar,Mar-20,5,Fri,11,Q1
16-08-2018,Paraguay,Tottus,Huawei,Claro,175,116,450,52200,2018,3,8,Aug,Aug-18,4,Thu,33,Q3
02-12-2020,Chile,Tottus,Huawei,Bitel,175,8,450,3600,2020,4,12,Dec,Dec-20,3,Wed,49,Q4
26-08-2018,Mexico,Tottus,Huawei,Claro,175,31,450,13950,2018,3,8,Aug,Aug-18,7,Sun,34,Q3
22-12-2020,El Salvador,Tottus,Huawei,Movistar,175,20,450,9000,2020,4,12,Dec,Dec-20,2,Tue,52,Q4
25-06-2018,Argentina,Tottus,Huawei,Movistar,175,28,450,12600,2018,2,6,Jun,Jun-18,1,Mon,26,Q2
13-12-2018,Venezuela,Tottus,Huawei,Entel,175,70,450,31500,2018,4,12,Dec,Dec-18,4,Thu,50,Q4
15-10-2021,Ireland,Tottus,Huawei,Claro,175,43,450,19350,2021,4,10,Oct,Oct-21,5,Fri,42,Q4
21-09-2021,Bolivia,Tottus,Huawei,Movistar,175,29,450,13050,2021,3,9,Sep,Sep-21,2,Tue,39,Q3
26-01-2021,United Kingdom,Tottus,Huawei,Claro,175,96,450,43200,2021,1,1,Jan,Jan-21,2,Tue,5,Q1
21-07-2018,Argentina,Tottus,Huawei,Movistar,175,23,450,10350,2018,3,7,Jul,Jul-18,6,Sat,29,Q3
18-06-2020,Jamaica,Tottus,Huawei,Tuenti,175,44,450,19800,2020,2,6,Jun,Jun-20,4,Thu,25,Q2
12-10-2021,Guatemala,Tottus,Huawei,Entel,175,17,450,7650,2021,4,10,Oct,Oct-21,2,Tue,42,Q4
21-08-2021,Venezuela,Tottus,Huawei,Bitel,175,143,450,64350,2021,3,8,Aug,Aug-21,6,Sat,34,Q3
17-02-2019,USA,Tottus,Huawei,Claro,175,32,450,14400,2019,1,2,Feb,Feb-19,7,Sun,7,Q1
20-08-2021,Canada,Tottus,Huawei,Claro,175,118,450,53100,2021,3,8,Aug,Aug-21,5,Fri,34,Q3
07-06-2019,Colombia,Tottus,Huawei,Entel,175,130,450,58500,2019,2,6,Jun,Jun-19,5,Fri,23,Q2
12-10-2021,Guatemala,Tottus,Huawei,Movistar,175,59,450,26550,2021,4,10,Oct,Oct-21,2,Tue,42,Q4
08-04-2019,Venezuela,Tottus,Huawei,Entel,175,28,450,12600,2019,2,4,Apr,Apr-19,1,Mon,15,Q2
26-02-2019,United Kingdom,Tottus,Huawei,Entel,175,199,450,89550,2019,1,2,Feb,Feb-19,2,Tue,9,Q1
06-09-2020,Ireland,Tottus,Huawei,Tuenti,175,33,450,14850,2020,3,9,Sep,Sep-20,7,Sun,36,Q3
16-05-2021,Venezuela,Tottus,Huawei,Bitel,175,122,450,54900,2021,2,5,May,May-21,7,Sun,20,Q2
04-02-2021,El Salvador,Tottus,Huawei,Tuenti,175,273,450,122850,2021,1,2,Feb,Feb-21,4,Thu,6,Q1
20-05-2021,Canada,Tottus,Huawei,Claro,175,14,450,6300,2021,2,5,May,May-21,4,Thu,21,Q2
21-02-2020,Guatemala,Tottus,Huawei,Entel,175,34,450,15300,2020,1,2,Feb,Feb-20,5,Fri,8,Q1
02-08-2019,Guatemala,Tottus,Huawei,Claro,175,52,450,23400,2019,3,8,Aug,Aug-19,5,Fri,31,Q3
05-01-2020,Venezuela,Tottus,Huawei,Tuenti,175,103,450,46350,2020,1,1,Jan,Jan-20,7,Sun,1,Q1
31-12-2021,Peru,Tottus,Huawei,Entel,175,140,450,63000,2021,4,12,Dec,Dec-21,5,Fri,53,Q4
24-02-2019,Canada,Tottus,Huawei,Movistar,175,20,450,9000,2019,1,2,Feb,Feb-19,7,Sun,8,Q1
31-03-2021,Ireland,Tottus,Huawei,Bitel,175,47,450,21150,2021,1,3,Mar,Mar-21,3,Wed,14,Q1
20-05-2021,Cuba,Tottus,Huawei,Claro,175,14,450,6300,2021,2,5,May,May-21,4,Thu,21,Q2
23-04-2021,Paraguay,Tottus,Huawei,Movistar,175,46,450,20700,2021,2,4,Apr,Apr-21,5,Fri,17,Q2
06-07-2018,El Salvador,Tottus,Huawei,Tuenti,175,130,450,58500,2018,3,7,Jul,Jul-18,5,Fri,27,Q3
16-04-2019,United Kingdom,Tottus,Huawei,Entel,175,106,450,47700,2019,2,4,Apr,Apr-19,2,Tue,16,Q2
05-09-2019,Paraguay,Tottus,Huawei,Tuenti,175,28,450,12600,2019,3,9,Sep,Sep-19,4,Thu,36,Q3
03-08-2018,Uruguay,Tottus,Huawei,Bitel,175,75,450,33750,2018,3,8,Aug,Aug-18,5,Fri,31,Q3
15-08-2020,Mexico,Tottus,Huawei,Entel,175,88,450,39600,2020,3,8,Aug,Aug-20,6,Sat,33,Q3
03-12-2020,Brasil,Tottus,Huawei,Tuenti,175,26,450,11700,2020,4,12,Dec,Dec-20,4,Thu,49,Q4
13-03-2020,Cuba,Tottus,Huawei,Bitel,175,30,450,13500,2020,1,3,Mar,Mar-20,5,Fri,11,Q1
16-08-2018,Paraguay,Tottus,Huawei,Claro,175,116,450,52200,2018,3,8,Aug,Aug-18,4,Thu,33,Q3
02-12-2020,Chile,Tottus,Huawei,Bitel,175,8,450,3600,2020,4,12,Dec,Dec-20,3,Wed,49,Q4
08-05-2021,France,Ripley,LG,Claro,550,39,800,31200,2021,2,5,May,May-21,6,Sat,19,Q2
18-04-2020,Switzerland,Metro,LG,Claro,550,29,800,23200,2020,2,4,Apr,Apr-20,6,Sat,16,Q2
12-01-2018,Guatemala,Metro,LG,Claro,550,56,800,44800,2018,1,1,Jan,Jan-18,5,Fri,2,Q1
10-10-2018,El Salvador,Saga Falabella,LG,Claro,550,5,800,4000,2018,4,10,Oct,Oct-18,3,Wed,41,Q4
01-10-2021,El Salvador,Plaza Vea,LG,Claro,550,45,800,36000,2021,4,10,Oct,Oct-21,5,Fri,40,Q4
20-04-2020,Chile,Tottus,LG,Claro,550,38,800,30400,2020,2,4,Apr,Apr-20,1,Mon,17,Q2
08-10-2021,Denmark,Ripley,LG,Claro,550,17,800,13600,2021,4,10,Oct,Oct-21,5,Fri,41,Q4
31-01-2020,Uruguay,Plaza Vea,LG,Claro,550,12,800,9600,2020,1,1,Jan,Jan-20,5,Fri,5,Q1
25-09-2021,Germany,Saga Falabella,LG,Claro,550,18,800,14400,2021,3,9,Sep,Sep-21,6,Sat,39,Q3
04-10-2020,Uruguay,Ripley,LG,Claro,550,3,800,2400,2020,4,10,Oct,Oct-20,7,Sun,40,Q4
12-01-2019,Portugal,Saga Falabella,LG,Claro,550,13,800,10400,2019,1,1,Jan,Jan-19,6,Sat,2,Q1
23-03-2020,Bolivia,Plaza Vea,LG,Claro,550,34,800,27200,2020,1,3,Mar,Mar-20,1,Mon,13,Q1
23-03-2021,El Salvador,Saga Falabella,LG,Claro,550,19,800,15200,2021,1,3,Mar,Mar-21,2,Tue,13,Q1
08-08-2019,Denmark,Oeschle,LG,Claro,550,17,800,13600,2019,3,8,Aug,Aug-19,4,Thu,32,Q3
09-05-2019,Brasil,Ripley,LG,Claro,550,21,800,16800,2019,2,5,May,May-19,4,Thu,19,Q2
10-07-2018,Cuba,Plaza Vea,LG,Claro,550,30,800,24000,2018,3,7,Jul,Jul-18,2,Tue,28,Q3
20-04-2018,Peru,Oeschle,LG,Claro,550,64,800,51200,2018,2,4,Apr,Apr-18,5,Fri,16,Q2
28-10-2021,Brasil,Ripley,LG,Claro,550,7,800,5600,2021,4,10,Oct,Oct-21,4,Thu,44,Q4
03-09-2021,Brasil,Plaza Vea,LG,Claro,550,78,800,62400,2021,3,9,Sep,Sep-21,5,Fri,36,Q3
12-08-2018,Cuba,Plaza Vea,LG,Claro,550,26,800,20800,2018,3,8,Aug,Aug-18,7,Sun,32,Q3
01-06-2019,Uruguay,Saga Falabella,LG,Claro,550,8,800,6400,2019,2,6,Jun,Jun-19,6,Sat,22,Q2
16-03-2021,Guatemala,Oeschle,LG,Claro,550,18,800,14400,2021,1,3,Mar,Mar-21,2,Tue,12,Q1
19-06-2020,Chile,Metro,LG,Claro,550,39,800,31200,2020,2,6,Jun,Jun-20,5,Fri,25,Q2
22-12-2019,United Kingdom,Oeschle,LG,Claro,550,18,800,14400,2019,4,12,Dec,Dec-19,7,Sun,51,Q4
14-05-2021,Venezuela,Ripley,LG,Claro,550,15,800,12000,2021,2,5,May,May-21,5,Fri,20,Q2
05-06-2019,Cuba,Plaza Vea,LG,Claro,550,17,800,13600,2019,2,6,Jun,Jun-19,3,Wed,23,Q2
18-12-2021,Argentina,Tottus,LG,Claro,550,87,800,69600,2021,4,12,Dec,Dec-21,6,Sat,51,Q4
01-01-2020,Argentina,Oeschle,LG,Claro,550,1,800,800,2020,1,1,Jan,Jan-20,3,Wed,1,Q1
04-03-2018,Argentina,Plaza Vea,LG,Claro,550,57,800,45600,2018,1,3,Mar,Mar-18,7,Sun,9,Q1
19-10-2021,USA,Ripley,LG,Claro,550,26,800,20800,2021,4,10,Oct,Oct-21,2,Tue,43,Q4
27-12-2018,Portugal,Metro,LG,Claro,550,36,800,28800,2018,4,12,Dec,Dec-18,4,Thu,52,Q4
05-06-2018,Germany,Oeschle,LG,Claro,550,69,800,55200,2018,2,6,Jun,Jun-18,2,Tue,23,Q2
15-10-2018,United Kingdom,Metro,LG,Claro,550,7,800,5600,2018,4,10,Oct,Oct-18,1,Mon,42,Q4
29-06-2019,Spain,Saga Falabella,LG,Claro,550,4,800,3200,2019,2,6,Jun,Jun-19,6,Sat,26,Q2
17-10-2019,France,Tottus,LG,Claro,550,1,800,800,2019,4,10,Oct,Oct-19,4,Thu,42,Q4
08-07-2018,Mexico,Ripley,LG,Claro,550,29,800,23200,2018,3,7,Jul,Jul-18,7,Sun,27,Q3
07-01-2021,El Salvador,Tottus,LG,Claro,550,67,800,53600,2021,1,1,Jan,Jan-21,4,Thu,2,Q1
07-11-2021,United Kingdom,Tottus,LG,Claro,550,116,800,92800,2021,4,11,Nov,Nov-21,7,Sun,45,Q4
09-08-2018,Peru,Tottus,LG,Claro,550,52,800,41600,2018,3,8,Aug,Aug-18,4,Thu,32,Q3
07-12-2021,Guatemala,Metro,LG,Claro,550,30,800,24000,2021,4,12,Dec,Dec-21,2,Tue,50,Q4
09-09-2019,Germany,Oeschle,LG,Claro,550,41,800,32800,2019,3,9,Sep,Sep-19,1,Mon,37,Q3
06-09-2019,Canada,Plaza Vea,LG,Claro,550,70,800,56000,2019,3,9,Sep,Sep-19,5,Fri,36,Q3
04-08-2019,Cuba,Metro,LG,Claro,550,4,800,3200,2019,3,8,Aug,Aug-19,7,Sun,31,Q3
14-08-2018,Jamaica,Plaza Vea,LG,Claro,550,58,800,46400,2018,3,8,Aug,Aug-18,2,Tue,33,Q3
18-03-2019,Denmark,Plaza Vea,LG,Claro,550,22,800,17600,2019,1,3,Mar,Mar-19,1,Mon,12,Q1
05-09-2021,United Kingdom,Saga Falabella,LG,Claro,550,18,800,14400,2021,3,9,Sep,Sep-21,7,Sun,36,Q3
30-12-2020,Germany,Oeschle,LG,Claro,550,79,800,63200,2020,4,12,Dec,Dec-20,3,Wed,53,Q4
29-07-2021,Venezuela,Saga Falabella,LG,Claro,550,12,800,9600,2021,3,7,Jul,Jul-21,4,Thu,31,Q3
30-12-2018,Jamaica,Tottus,LG,Claro,550,97,800,77600,2018,4,12,Dec,Dec-18,7,Sun,52,Q4
28-08-2021,United Kingdom,Oeschle,LG,Claro,550,52,800,41600,2021,3,8,Aug,Aug-21,6,Sat,35,Q3
29-12-2021,El Salvador,Tottus,LG,Claro,550,29,800,23200,2021,4,12,Dec,Dec-21,3,Wed,53,Q4
25-09-2020,Denmark,Plaza Vea,LG,Claro,550,79,800,63200,2020,3,9,Sep,Sep-20,5,Fri,39,Q3
29-04-2021,El Salvador,Oeschle,LG,Claro,550,63,800,50400,2021,2,4,Apr,Apr-21,4,Thu,18,Q2
26-05-2021,Spain,Tottus,LG,Claro,550,45,800,36000,2021,2,5,May,May-21,3,Wed,22,Q2
02-07-2021,Bolivia,Saga Falabella,LG,Claro,550,2,800,1600,2021,3,7,Jul,Jul-21,5,Fri,27,Q3
03-10-2021,Guatemala,Plaza Vea,LG,Claro,550,44,800,35200,2021,4,10,Oct,Oct-21,7,Sun,40,Q4
15-07-2018,Brasil,Plaza Vea,LG,Claro,550,1,800,800,2018,3,7,Jul,Jul-18,7,Sun,28,Q3
24-11-2021,Peru,Tottus,LG,Claro,550,76,800,60800,2021,4,11,Nov,Nov-21,3,Wed,48,Q4
05-07-2020,Guatemala,Tottus,LG,Claro,550,86,800,68800,2020,3,7,Jul,Jul-20,7,Sun,27,Q3
08-09-2018,Switzerland,Ripley,LG,Claro,550,32,800,25600,2018,3,9,Sep,Sep-18,6,Sat,36,Q3
05-01-2019,Ireland,Plaza Vea,LG,Claro,550,49,800,39200,2019,1,1,Jan,Jan-19,6,Sat,1,Q1
23-11-2021,Bolivia,Tottus,LG,Claro,550,82,800,65600,2021,4,11,Nov,Nov-21,2,Tue,48,Q4
06-10-2021,Denmark,Tottus,LG,Claro,550,26,800,20800,2021,4,10,Oct,Oct-21,3,Wed,41,Q4
23-03-2020,Colombia,Ripley,LG,Claro,550,28,800,22400,2020,1,3,Mar,Mar-20,1,Mon,13,Q1
11-11-2020,Brasil,Metro,LG,Claro,550,55,800,44000,2020,4,11,Nov,Nov-20,3,Wed,46,Q4
22-04-2021,Spain,Ripley,LG,Claro,550,17,800,13600,2021,2,4,Apr,Apr-21,4,Thu,17,Q2
07-12-2019,Jamaica,Metro,LG,Claro,550,52,800,41600,2019,4,12,Dec,Dec-19,6,Sat,49,Q4
31-08-2021,Germany,Plaza Vea,LG,Claro,550,20,800,16000,2021,3,8,Aug,Aug-21,2,Tue,36,Q3
23-06-2019,Brasil,Oeschle,LG,Claro,550,49,800,39200,2019,2,6,Jun,Jun-19,7,Sun,25,Q2
19-04-2019,Brasil,Tottus,LG,Claro,550,16,800,12800,2019,2,4,Apr,Apr-19,5,Fri,16,Q2
13-09-2021,Canada,Plaza Vea,LG,Claro,550,27,800,21600,2021,3,9,Sep,Sep-21,1,Mon,38,Q3
22-01-2019,France,Oeschle,LG,Claro,550,84,800,67200,2019,1,1,Jan,Jan-19,2,Tue,4,Q1
05-04-2018,Denmark,Metro,LG,Claro,550,21,800,16800,2018,2,4,Apr,Apr-18,4,Thu,14,Q2
12-03-2021,Bolivia,Oeschle,LG,Claro,550,70,800,56000,2021,1,3,Mar,Mar-21,5,Fri,11,Q1
17-10-2021,Argentina,Tottus,LG,Claro,550,12,800,9600,2021,4,10,Oct,Oct-21,7,Sun,42,Q4
15-09-2018,Canada,Ripley,LG,Claro,550,38,800,30400,2018,3,9,Sep,Sep-18,6,Sat,37,Q3
30-11-2018,USA,Metro,LG,Claro,550,45,800,36000,2018,4,11,Nov,Nov-18,5,Fri,48,Q4
14-02-2019,Canada,Metro,LG,Claro,550,34,800,27200,2019,1,2,Feb,Feb-19,4,Thu,7,Q1
19-08-2018,Ireland,Metro,LG,Claro,550,29,800,23200,2018,3,8,Aug,Aug-18,7,Sun,33,Q3
25-10-2018,Bolivia,Plaza Vea,LG,Claro,550,38,800,30400,2018,4,10,Oct,Oct-18,4,Thu,43,Q4
27-11-2021,Colombia,Plaza Vea,LG,Claro,550,19,800,15200,2021,4,11,Nov,Nov-21,6,Sat,48,Q4
28-04-2019,Ireland,Metro,LG,Claro,550,1,800,800,2019,2,4,Apr,Apr-19,7,Sun,17,Q2
10-07-2021,Venezuela,Plaza Vea,LG,Claro,550,53,800,42400,2021,3,7,Jul,Jul-21,6,Sat,28,Q3
16-08-2021,Chile,Tottus,LG,Claro,550,94,800,75200,2021,3,8,Aug,Aug-21,1,Mon,34,Q3
07-01-2021,Germany,Saga Falabella,LG,Claro,550,3,800,2400,2021,1,1,Jan,Jan-21,4,Thu,2,Q1
08-09-2019,Guatemala,Ripley,LG,Claro,550,5,800,4000,2019,3,9,Sep,Sep-19,7,Sun,36,Q3
07-08-2019,Brasil,Metro,LG,Claro,550,24,800,19200,2019,3,8,Aug,Aug-19,3,Wed,32,Q3
15-09-2021,Switzerland,Plaza Vea,LG,Claro,550,40,800,32000,2021,3,9,Sep,Sep-21,3,Wed,38,Q3
10-10-2020,Argentina,Ripley,LG,Claro,550,7,800,5600,2020,4,10,Oct,Oct-20,6,Sat,41,Q4
03-03-2021,Ireland,Metro,LG,Claro,550,18,800,14400,2021,1,3,Mar,Mar-21,3,Wed,10,Q1
29-12-2021,Ireland,Saga Falabella,LG,Claro,550,13,800,10400,2021,4,12,Dec,Dec-21,3,Wed,53,Q4
08-05-2021,France,Ripley,LG,Claro,550,39,800,31200,2021,2,5,May,May-21,6,Sat,19,Q2
18-04-2020,Switzerland,Metro,LG,Claro,550,29,800,23200,2020,2,4,Apr,Apr-20,6,Sat,16,Q2
12-01-2018,Guatemala,Metro,LG,Claro,550,56,800,44800,2018,1,1,Jan,Jan-18,5,Fri,2,Q1
10-10-2018,El Salvador,Saga Falabella,LG,Claro,550,5,800,4000,2018,4,10,Oct,Oct-18,3,Wed,41,Q4
01-10-2021,El Salvador,Plaza Vea,LG,Claro,550,45,800,36000,2021,4,10,Oct,Oct-21,5,Fri,40,Q4
20-04-2020,Chile,Tottus,LG,Claro,550,38,800,30400,2020,2,4,Apr,Apr-20,1,Mon,17,Q2
08-10-2021,Denmark,Ripley,LG,Claro,550,17,800,13600,2021,4,10,Oct,Oct-21,5,Fri,41,Q4
31-01-2020,Uruguay,Plaza Vea,LG,Claro,550,12,800,9600,2020,1,1,Jan,Jan-20,5,Fri,5,Q1
25-09-2021,Germany,Saga Falabella,LG,Claro,550,18,800,14400,2021,3,9,Sep,Sep-21,6,Sat,39,Q3
04-10-2020,Uruguay,Ripley,LG,Claro,550,3,800,2400,2020,4,10,Oct,Oct-20,7,Sun,40,Q4
12-01-2019,Portugal,Saga Falabella,LG,Claro,550,13,800,10400,2019,1,1,Jan,Jan-19,6,Sat,2,Q1
23-03-2020,Bolivia,Plaza Vea,LG,Claro,550,34,800,27200,2020,1,3,Mar,Mar-20,1,Mon,13,Q1
23-03-2021,El Salvador,Saga Falabella,LG,Claro,550,19,800,15200,2021,1,3,Mar,Mar-21,2,Tue,13,Q1
08-08-2019,Denmark,Oeschle,LG,Claro,550,17,800,13600,2019,3,8,Aug,Aug-19,4,Thu,32,Q3
09-05-2019,Brasil,Ripley,LG,Claro,550,21,800,16800,2019,2,5,May,May-19,4,Thu,19,Q2
10-07-2018,Cuba,Plaza Vea,LG,Claro,550,30,800,24000,2018,3,7,Jul,Jul-18,2,Tue,28,Q3
20-04-2018,Peru,Oeschle,LG,Claro,550,64,800,51200,2018,2,4,Apr,Apr-18,5,Fri,16,Q2
28-10-2021,Brasil,Ripley,LG,Claro,550,7,800,5600,2021,4,10,Oct,Oct-21,4,Thu,44,Q4
03-09-2021,Brasil,Plaza Vea,LG,Claro,550,78,800,62400,2021,3,9,Sep,Sep-21,5,Fri,36,Q3
